Species	ts	te	trait1	trait2	trait3	trait4	trait5	redundancy
taxon1670	4.78436394	4.13506469	3	1	0	2	2	4
taxon1671	16.40342361	11.36426485	3	1	0	2	2	4
taxon1672	4.6831384	4.03101814	3	1	0	2	2	4
taxon1673	4.68727287	3.97785271	3	1	0	2	2	4
taxon1674	23.105685	17.13194309	3	1	0	2	2	4
taxon1675	4.83000789	4.08057679	3	1	0	2	2	4
taxon1676	13.80823346	12.90493576	3	1	0	2	2	4
taxon1677	16.47900739	10.45486635	3	1	0	2	2	4
taxon1678	4.859598	4.28959443	3	1	0	2	2	4
taxon1679	16.82578655	11.05804863	3	1	0	2	2	4
taxon1680	4.91954565	4.32982374	3	1	0	2	2	4
taxon1681	4.027044	1.85294704	3	1	0	2	2	4
taxon1682	3.17282288	2.49349254	3	1	0	2	2	4
taxon1683	21.10397051	20.06743172	3	1	0	2	2	4
taxon1684	23.6137681	17.9241464	3	1	0	2	2	4
taxon1685	4.61180914	3.92493793	3	1	0	2	2	4
taxon1686	23.17797435	17.32403314	3	1	0	2	2	4
taxon1687	17.11418264	11.77617196	3	1	0	2	2	4
taxon1688	4.51186167	3.87063075	3	1	0	2	2	4
taxon1689	21.91177354	17.48025294	3	1	0	2	2	4
taxon1690	16.26932305	11.08304493	3	1	0	2	2	4
taxon1691	3.53141465	1.77605835	3	1	0	2	2	4
taxon1692	16.15881844	11.41681712	3	1	0	2	2	4
taxon1693	16.0881978	10.62127275	3	1	0	2	2	4
taxon1694	3.23766248	2.51745617	3	1	0	3	3	4
taxon1695	3.90891899	1.8111286	3	1	0	3	2	4
taxon1696	10.22732564	1.57202612	3	1	0	3	2	4
taxon1697	4.8535819	2.31760729	3	1	0	3	2	4
taxon1698	3.49531846	0	3	1	0	3	3	4
taxon1699	5.4304808	2.37684042	3	1	0	3	3	4
taxon1700	1.71629689	0	2	1	0	3	2	3
taxon1701	8.54647438	7.49701756	3	1	0	4	4	4
taxon1702	23.19055028	10.75804911	3	1	0	4	4	4
taxon1703	22.8864274	3.32890957	3	1	0	4	4	4
taxon1704	21.64525035	18.02427958	3	1	0	3	4	4
taxon1705	3.47719456	0.14016525	0	1	1	4	2	4
taxon1706	3.4715446	1.91750816	3	1	0	4	2	4
taxon1707	2.96366386	2.32103245	3	1	0	4	2	4
taxon1708	4.84262545	3.98738902	3	1	0	4	2	4
taxon1709	5.06927452	1.80365998	3	1	0	4	2	4
taxon1710	4.99610006	4.20681321	3	1	0	4	2	4
taxon1711	27.85437961	24.8287724	3	1	0	4	2	4
taxon1712	2.93172141	2.17949056	3	1	0	4	2	4
taxon1713	8.50434234	7.22107354	3	1	0	4	5	4
taxon1714	23.30814036	11.32926735	0	3	1	4	3	4
taxon1715	3.39626568	2.06996842	0	1	1	4	4	4
taxon1716	3.0845791	2.34182621	0	1	1	4	2	4
taxon1717	4.69822396	1.16033746	0	1	1	4	2	4
taxon1718	1.51562216	1.05825465	0	1	1	3	3	3
taxon1719	3.41714663	0	2	1	0	1	2	2
taxon1720	3.78970785	0	2	1	0	0	2	4
taxon1721	5.29807388	1.86250592	2	1	0	1	3	3
taxon1722	3.53516691	2.10921922	1	3	1	2	2	3
taxon1723	3.31336126	0	3	1	0	1	2	4
taxon1724	8.97689524	7.83210143	3	1	0	3	2	4
taxon1725	3.4060545	0.14069021	3	1	0	4	5	4
taxon1726	5.34388648	2.33114797	3	1	0	1	1	4
taxon1727	11.16711722	2.3378658	3	1	0	4	2	4
taxon1728	2.88166038	2.31392183	3	1	0	4	1	4
taxon1729	4.72753046	4.02789551	2	1	2	2	3	3
taxon1730	4.45763415	3.85183513	2	1	2	2	3	3
taxon1731	3.73781186	1.83848377	2	1	2	2	3	3
taxon1732	1.76986708	0.22913625	2	1	2	2	3	3
taxon1733	4.76730935	4.07888427	2	1	2	2	3	3
taxon1734	1.54777929	1.10111955	3	1	0	3	2	4
taxon1735	8.40992732	6.98217576	3	1	0	3	1	4
taxon1736	32.76933459	16.06722497	3	1	0	3	1	4
taxon1737	4.70888623	4.01980197	3	1	0	3	1	4
taxon1738	13.33739565	12.38412888	3	1	0	3	1	4
taxon1739	1.7563245	1.22840941	3	1	0	2	2	4
taxon1740	10.32110033	0	3	1	0	2	2	4
taxon1741	3.818339	1.94017532	3	1	0	3	2	4
taxon1742	23.60249008	16.87452779	3	1	0	3	2	4
taxon1743	0.64726314	0	3	1	0	3	2	4
taxon1744	5.54935685	2.12611652	1	3	1	1	3	2
taxon1745	22.5251036	0	0	3	1	5	1	3
taxon1746	1.50467848	0	0	3	1	5	1	3
taxon1747	3.64907327	2.07121707	0	3	1	5	1	3
taxon1748	1.46836812	1.04640429	0	3	1	1	2	3
taxon1749	3.93576126	0	0	3	1	1	1	2
taxon1750	1.55012755	0	0	3	1	2	2	4
taxon1751	23.07605073	16.52908279	4	4	1	3	2	3
taxon1752	21.16917892	19.560481	4	4	1	3	4	3
taxon1753	21.45800144	3.03198125	0	2	2	3	2	4
taxon1754	14.88942859	0.23505236	0	2	2	4	2	2
taxon1755	1.93234952	0.09587118	0	1	2	4	2	2
taxon1756	3.44340298	0	0	2	2	4	2	2
taxon1757	1.57764083	1.05074713	0	2	2	4	2	2
taxon1758	1.62354265	0	2	1	0	0	4	2
taxon1759	23.34037951	11.20936595	2	1	0	0	4	2
taxon1760	14.10733378	12.90599321	2	1	0	0	4	2
taxon1761	3.6537447	1.74255114	2	1	0	0	4	2
taxon1762	16.23261965	10.82495303	3	1	0	2	3	4
taxon1763	2.85481789	0	3	1	0	3	3	4
taxon1764	3.62191769	0	3	1	0	3	3	4
taxon1765	8.94607737	7.39295569	3	1	0	3	3	4
taxon1766	0.66225455	0	3	1	0	2	3	4
taxon1767	1.63792944	1.20664452	3	1	0	3	3	4
taxon1768	10.71727993	0	3	1	0	3	3	4
taxon1769	3.48966581	0.94664894	3	1	0	3	3	4
taxon1770	1.80611419	0	3	1	0	3	2	4
taxon1771	2.07083468	0.22583432	3	1	0	3	3	4
taxon1772	3.94830146	0	3	1	0	3	3	4
taxon1773	1.65115149	1.17904296	3	1	0	3	3	4
taxon1774	7.84249528	6.68932695	3	1	0	3	3	4
taxon1775	53.29471974	0	3	1	0	2	3	4
taxon1776	8.34361043	7.16222871	3	1	0	3	3	4
taxon1777	1.85978614	0	3	1	0	3	2	4
taxon1778	3.06107127	2.51341221	3	1	0	3	3	4
taxon1779	4.74986832	3.86100669	3	1	0	3	3	4
taxon1780	0.91891628	0	3	1	0	2	3	4
taxon1781	3.36750248	1.7517651	3	1	0	1	3	4
taxon1782	9.78278318	1.73632282	3	1	0	2	3	4
taxon1783	9.0535973	8.14837403	3	1	0	1	3	4
taxon1784	4.76189484	4.07784375	3	1	0	1	3	4
taxon1785	1.73128353	1.36380159	3	1	0	1	4	3
taxon1786	10.7161853	0	3	1	0	3	1	4
taxon1787	14.52747738	0.27524814	3	1	0	3	2	4
taxon1788	5.71022526	2.14696702	0	3	1	1	2	3
taxon1789	4.61664159	3.92809077	0	3	1	1	2	3
taxon1790	23.83011358	12.08146466	0	3	1	1	2	3
taxon1791	16.42838629	11.6478451	0	3	1	1	2	3
taxon1792	3.66442885	2.11762084	0	3	1	1	2	3
taxon1793	3.64138838	0.8125788	0	3	1	1	2	3
taxon1794	4.74692655	3.95727993	0	3	1	1	2	3
taxon1795	1.41499173	0	0	3	1	1	2	3
taxon1796	5.81916775	0	0	3	1	1	1	2
taxon1797	23.63879279	11.61891328	0	3	1	1	2	3
taxon1798	1.82775003	0.09704368	0	3	1	1	2	3
taxon1799	16.5570291	5.34180828	0	3	1	1	2	3
taxon1800	23.43882899	18.72524671	0	3	3	1	2	2
taxon1801	22.72598844	16.63885991	0	3	3	1	2	2
taxon1802	3.78789197	1.90780992	0	3	3	1	2	2
taxon1803	2.09682454	0.80558405	0	3	3	1	2	2
taxon1804	3.02760886	2.3229047	0	3	3	1	2	2
taxon1805	23.4634732	17.04796086	0	3	3	1	2	2
taxon1806	23.03826055	16.25745747	0	3	3	1	2	2
taxon1807	2.92147188	2.34054002	3	1	0	1	3	4
taxon1808	5.10449334	1.91933826	3	1	0	2	3	4
taxon1809	11.20525795	5.95069785	3	1	0	3	1	4
taxon1810	14.04075223	2.19192503	3	1	0	3	1	4
taxon1811	21.11867354	5.03994476	3	1	0	3	1	4
taxon1812	14.64707937	1.57317456	3	1	0	3	1	4
taxon1813	3.74615869	2.07575997	3	1	0	3	1	4
taxon1814	15.00230892	13.93128431	3	1	0	3	1	4
taxon1815	23.27765906	10.74719955	3	1	0	3	1	4
taxon1816	15.52670643	11.65024244	0	2	1	4	2	3
taxon1817	23.1671077	6.78475864	0	2	1	4	2	3
taxon1818	22.37588561	17.28467991	0	2	1	4	2	3
taxon1819	16.23362422	1.82513281	0	2	1	4	2	3
taxon1820	3.69484647	0	0	2	1	4	1	2
taxon1821	5.20734311	2.17933414	0	2	1	4	2	3
taxon1822	23.56248926	16.34741758	3	1	0	5	5	3
taxon1823	8.53452256	7.24785717	3	1	0	2	5	2
taxon1824	2.21259986	0	3	1	0	2	2	4
taxon1825	15.64130845	2.01867406	3	1	0	1	3	4
taxon1826	17.98379545	5.27666137	3	1	0	1	3	4
taxon1827	0.9208208	0	3	1	0	0	3	3
taxon1828	3.19293138	0.25615144	3	1	0	0	2	4
taxon1829	0.71293982	0	3	1	0	0	1	3
taxon1830	4.87803463	4.17121661	3	1	0	0	3	3
taxon1831	24.42636009	0	2	1	0	1	1	3
taxon1832	3.05544302	0	2	1	0	1	2	4
taxon1833	3.69375302	1.86178878	2	1	0	1	1	3
taxon1834	0.89462432	0	2	1	0	1	2	4
taxon1835	22.78576583	16.70989792	3	1	0	2	4	4
taxon1836	11.1810247	5.51585584	3	1	0	2	2	4
taxon1837	3.09915291	2.54384395	3	1	0	2	3	4
taxon1838	16.68036512	11.19336919	3	1	0	3	3	4
taxon1839	2.80745055	2.17701717	3	1	0	2	4	4
taxon1840	1.68731463	0.7368636	3	1	0	3	2	4
taxon1841	10.08556485	0	3	1	0	4	2	4
taxon1842	1.72940811	1.21460616	3	1	0	3	2	4
taxon1843	23.96055864	12.29524299	3	1	0	3	2	4
taxon1844	2.85960321	2.23587139	3	1	0	3	2	4
taxon1845	10.68645433	6.2742371	3	1	0	3	2	4
taxon1846	16.1110256	10.91603816	3	1	0	3	2	4
taxon1847	0.8904065	0	3	1	0	3	1	4
taxon1848	0.53933497	0	3	1	0	3	2	4
taxon1849	11.32798633	5.10969446	3	1	0	4	2	4
taxon1850	3.27062555	2.57715781	3	1	0	4	1	4
taxon1851	3.7924564	1.91924909	3	1	0	2	3	4
taxon1852	15.62233957	14.42957471	3	1	0	4	2	4
taxon1853	0.5719488	0.22597085	3	1	0	3	1	4
taxon1854	4.61609777	3.98679775	3	1	0	4	2	4
taxon1855	4.75839098	3.93315509	3	1	0	5	2	4
taxon1856	9.67095065	8.20585164	1	3	1	3	2	4
taxon1857	4.62797053	0	1	3	1	4	3	2
taxon1858	16.04130414	0	1	3	1	4	1	3
taxon1859	3.15539495	2.34780138	1	3	1	3	2	4
taxon1860	3.62520111	1.91388399	1	3	1	3	2	4
taxon1861	10.72244239	5.45424446	1	3	1	3	2	4
taxon1862	10.08288909	1.8544107	1	3	1	3	2	4
taxon1863	3.66371202	1.92927208	1	3	1	3	2	4
taxon1864	0.74610105	0	1	3	1	3	2	4
taxon1865	5.73062921	0	1	3	1	3	3	2
taxon1866	23.56777571	16.51579705	1	3	1	3	2	4
taxon1867	22.75580299	11.78301767	1	3	1	3	2	4
taxon1868	2.99750976	2.28332078	1	3	1	3	2	4
taxon1869	20.63001754	19.51617562	1	3	1	3	2	4
taxon1870	28.36120427	0.2168075	1	3	1	3	2	4
taxon1871	23.42435215	16.11125545	1	3	1	3	2	4
taxon1872	5.70327255	2.3140053	1	3	1	3	2	4
taxon1873	1.65935502	1.12167029	1	3	1	3	2	4
taxon1874	2.04216145	0.32179979	1	3	1	3	2	4
taxon1875	23.66521481	16.00956258	1	3	1	3	2	4
taxon1876	1.90455112	0.9457229	3	3	0	3	4	2
taxon1877	10.89153146	0.21108296	3	3	0	5	4	0
taxon1878	3.11544005	2.33411285	3	3	0	3	4	2
taxon1879	10.7175811	1.81211493	3	3	0	3	4	2
taxon1880	16.55620116	10.86855959	3	3	0	2	4	0
taxon1881	3.06373671	2.39023564	3	3	0	3	4	2
taxon1882	5.71929455	0	3	1	0	3	1	4
taxon1883	16.07239446	1.64240942	0	1	1	4	2	4
taxon1884	23.33834381	13.30401027	0	1	1	4	2	4
taxon1885	5.33150805	2.36915391	0	1	0	4	2	2
taxon1886	0.79087875	0	0	1	0	4	2	2
taxon1887	9.75886309	1.85825364	0	1	1	4	2	4
taxon1888	8.32070111	7.42580028	0	1	0	4	2	2
taxon1889	4.67474325	4.03959154	0	1	1	4	2	4
taxon1890	9.67983756	8.13104415	0	1	1	4	2	4
taxon1891	4.97883732	1.72886296	0	1	1	4	2	4
taxon1892	10.9091998	6.58385111	0	1	1	4	2	4
taxon1893	3.52899378	0	0	1	0	5	2	0
taxon1894	5.8881571	0	0	1	0	4	2	2
taxon1895	3.69859569	1.70056449	0	1	1	4	2	4
taxon1896	3.62474578	0	0	1	1	4	3	3
taxon1897	5.01904324	4.37476453	0	1	1	4	2	4
taxon1898	15.18364658	3.53454674	0	1	1	4	2	4
taxon1899	11.12548063	5.12530334	0	1	1	4	2	4
taxon1900	5.28282218	0	0	1	1	5	1	1
taxon1901	5.87888983	0	3	1	0	0	3	3
taxon1902	4.69089138	1.94080206	3	1	0	0	3	3
taxon1903	3.69411869	1.8539735	3	1	0	3	3	4
taxon1904	1.52549262	0.35110114	0	3	1	4	3	3
taxon1905	1.40175149	1.05801068	0	3	1	5	1	4
taxon1906	4.94273645	1.87614015	2	1	0	0	3	4
taxon1907	5.29745563	2.0494006	2	1	0	0	3	4
taxon1908	3.24001987	0.06493238	3	1	0	5	2	4
taxon1909	0.61812676	0.26826833	3	1	0	5	2	4
taxon1910	11.89559777	3.39387171	3	1	0	5	2	4
taxon1911	1.09831992	0.11234983	3	1	0	5	2	4
taxon1912	9.54551441	8.4250591	3	1	0	5	2	4
taxon1913	0.4408804	0.20691877	3	1	0	5	2	4
taxon1914	8.87806225	7.54698371	3	1	0	5	2	4
taxon1915	3.20499309	2.4422143	3	1	0	5	2	4
taxon1916	1.66960675	1.21515782	3	1	0	5	2	4
taxon1917	23.6824314	4.93652494	3	1	0	5	2	4
taxon1918	3.75070448	1.93643839	3	1	0	5	2	4
taxon1919	1.61422178	1.22036268	3	1	0	5	2	4
taxon1920	2.98455057	2.36384742	3	1	0	5	2	4
taxon1921	11.54694742	2.25201309	3	1	0	5	2	4
taxon1922	8.83060879	0	3	1	0	5	1	4
taxon1923	1.58562968	0	3	1	0	3	1	4
taxon1924	1.80809115	0	3	1	0	3	1	4
taxon1925	1.68352818	0	0	3	1	3	1	4
taxon1926	3.66358011	1.82590322	0	3	1	2	1	3
taxon1927	1.88802068	0	3	1	0	3	2	4
taxon1928	2.21337162	0	3	1	0	3	3	4
taxon1929	9.71433254	1.86892594	3	1	0	4	2	4
taxon1930	23.78122937	1.84271983	3	1	0	4	2	4
taxon1931	23.19206342	10.53315104	3	1	0	4	2	4
taxon1932	10.69991072	5.47448687	3	1	0	4	2	4
taxon1933	5.31719839	0	3	1	0	4	2	4
taxon1934	22.28425338	16.54670632	3	1	0	4	2	4
taxon1935	2.12347475	0.75203746	3	1	0	4	2	4
taxon1936	11.49853443	5.27632134	3	1	0	4	2	4
taxon1937	2.73507027	2.0738011	3	1	0	4	2	4
taxon1938	3.41444484	2.1450934	3	1	0	4	2	4
taxon1939	3.40914008	0	3	1	0	4	2	4
taxon1940	9.11413668	3.17550166	3	1	0	4	2	4
taxon1941	2.94547996	2.26808295	3	1	0	4	2	4
taxon1942	27.91236007	1.76612165	3	1	0	4	2	4
taxon1943	20.45032625	19.26855187	3	1	0	4	2	4
taxon1944	9.53703625	8.03606268	3	1	0	5	1	4
taxon1945	3.58082602	0	2	1	0	1	1	3
taxon1946	1.827942	0	2	1	0	1	2	4
taxon1947	2.96342805	2.34275034	2	1	2	3	1	2
taxon1948	1.78122314	0	2	1	2	4	1	1
taxon1949	3.06490402	0	2	1	2	4	1	1
taxon1950	1.73500219	0	2	1	2	3	1	2
taxon1951	9.51954987	1.66560954	3	1	0	3	3	3
taxon1952	3.24259897	2.54514715	1	3	1	4	1	3
taxon1953	23.36619509	10.96881214	1	3	1	4	1	2
taxon1954	3.54164697	0.84858683	1	3	1	4	2	2
taxon1955	21.87224102	5.0950624	1	3	1	4	1	3
taxon1956	21.07998817	19.91878757	2	1	0	0	2	4
taxon1957	3.71695584	2.04495267	2	1	0	0	2	4
taxon1958	22.28655857	10.50781875	2	1	0	0	2	4
taxon1959	3.47817359	1.7443065	2	1	0	0	2	4
taxon1960	23.88225255	12.50021348	0	3	1	3	2	4
taxon1961	22.07763756	17.24491982	0	3	1	3	2	4
taxon1962	0.78611533	0	0	1	4	3	1	3
taxon1963	0.59048816	0.25498213	3	1	0	3	5	3
taxon1964	0.5863724	0.32792842	3	1	0	3	5	3
taxon1965	0.57756336	0	3	1	0	4	5	2
taxon1966	14.55198059	13.43255838	3	1	0	5	5	4
taxon1967	5.12059976	2.14914725	3	1	0	5	2	4
taxon1968	4.74429094	3.98817988	3	1	0	5	1	4
taxon1969	3.11450344	0.78821499	3	1	0	5	3	4
taxon1970	3.45531526	1.98945087	3	1	0	5	3	4
taxon1971	5.4520547	0.35974021	3	1	0	5	3	4
taxon1972	3.52722526	1.82388895	3	1	0	5	3	4
taxon1973	2.73725052	2.02187536	3	1	0	5	3	4
taxon1974	6.1076027	0	3	1	0	5	3	4
taxon1975	9.44198207	8.39924879	3	1	0	5	3	4
taxon1976	3.20151153	2.41730335	3	1	0	5	3	4
taxon1977	4.80755508	4.28977497	3	1	0	5	3	4
taxon1978	0.63146745	0.34581423	3	1	0	5	3	4
taxon1979	2.76833508	2.33281632	3	1	0	5	3	4
taxon1980	3.26785715	2.6927628	3	1	0	5	3	4
taxon1981	14.51833456	3.38640072	3	1	0	5	3	4
taxon1982	3.11395073	2.39331149	3	1	0	5	3	4
taxon1983	8.96367972	7.84905652	3	1	0	5	3	4
taxon1984	0.52455681	0.24410238	3	1	0	5	3	4
taxon1985	21.17529263	19.88405626	3	1	0	5	3	4
taxon1986	3.02380244	2.43034861	3	1	0	5	3	4
taxon1987	4.849043	4.15717793	3	1	0	5	3	4
taxon1988	5.06653015	1.97264725	3	1	0	5	3	4
taxon1989	16.51520696	11.35736413	3	1	0	4	3	4
taxon1990	0.94344515	0.12212347	3	1	0	5	3	4
taxon1991	9.93130405	0	3	1	0	3	4	4
taxon1992	27.58767007	24.0796869	3	1	0	3	4	4
taxon1993	9.85417522	0	3	1	0	3	4	4
taxon1994	16.26878964	11.44705677	3	1	0	3	4	4
taxon1995	9.05674643	0	3	1	0	3	4	4
taxon1996	3.0936859	0	3	1	0	3	4	4
taxon1997	14.47153634	13.03715483	3	1	0	3	4	4
taxon1998	23.93474082	0	3	1	0	3	4	4
taxon1999	27.98914559	18.36381879	3	1	0	3	4	4
taxon2000	3.13937397	2.48145511	3	1	0	3	4	4
taxon2001	23.75152181	17.67047934	3	1	0	3	4	4
taxon2002	4.80883323	1.99466098	3	1	0	3	4	4
taxon2003	4.79163481	3.9984579	2	1	0	0	1	4
taxon2004	5.34552746	3.15641252	2	1	0	0	1	4
taxon2005	53.45745985	5.19050061	3	1	0	4	4	4
taxon2006	28.10355058	0.30345238	0	3	1	3	1	3
taxon2007	20.15919323	19.21684201	3	1	0	2	1	3
taxon2008	3.9201262	1.83445927	0	0	4	2	1	4
taxon2009	20.67990238	19.75211428	2	1	0	0	1	4
taxon2010	2.10606292	0.91502829	2	1	0	0	2	4
taxon2011	1.69278231	0	0	3	1	0	0	1
taxon2012	5.04215206	0.74769973	0	3	1	0	0	1
taxon2013	17.54500272	5.70094428	3	1	0	3	3	4
taxon2014	19.91531352	5.36072188	3	1	0	3	3	4
taxon2015	14.20984211	13.06382193	3	1	0	3	2	4
taxon2016	1.54533217	1.08673285	3	1	0	3	2	4
taxon2017	0.77214356	0	3	1	0	3	1	4
taxon2018	0.76697968	0	0	0	4	5	0	1
taxon2019	23.39404554	16.61689167	3	1	0	0	2	4
taxon2020	23.37739248	15.96046171	3	1	0	0	2	4
taxon2021	1.63351538	1.13337893	3	1	0	0	2	4
taxon2022	3.81494565	2.13580906	3	1	0	0	2	4
taxon2023	22.53194796	0	3	1	0	0	2	4
taxon2024	16.35739206	11.42476903	3	1	0	0	2	4
taxon2025	22.85818806	0.73953116	0	1	1	4	2	3
taxon2026	8.19545138	7.04863509	0	1	4	5	2	3
taxon2027	49.42089669	17.07564537	0	1	4	5	1	3
taxon2028	4.91359276	4.25030933	3	1	0	0	3	4
taxon2029	1.48045454	1.0362073	3	1	0	5	2	4
taxon2030	15.77739508	0	0	3	1	2	3	3
taxon2031	47.78569353	1.69657999	0	3	1	2	3	3
taxon2032	3.48246974	1.94207989	3	1	0	2	1	4
taxon2033	21.77620957	1.76507075	0	3	1	4	3	4
taxon2034	23.69457839	2.27182443	0	3	1	4	3	4
taxon2035	5.4946448	0	0	3	1	4	3	4
taxon2036	2.31274013	0	0	3	1	4	2	4
taxon2037	28.44197288	16.41419568	2	1	0	3	0	3
taxon2038	28.74246496	23.13408057	2	1	0	3	1	3
taxon2039	38.36409944	10.69375218	3	3	0	4	1	2
taxon2040	10.7536451	5.19379254	3	3	0	4	2	2
taxon2041	14.48341524	3.55148504	3	3	0	4	1	2
taxon2042	10.73692279	1.9195034	0	3	1	1	2	2
taxon2043	2.72420153	2.06288569	0	3	1	3	1	4
taxon2044	13.82914891	0	0	3	1	5	1	3
taxon2045	8.9380534	7.74303812	0	3	1	3	1	4
taxon2046	5.16880654	4.36244549	0	3	1	3	1	4
taxon2047	48.29045004	5.88742975	0	3	1	3	1	4
taxon2048	5.55680538	2.09774198	0	3	1	3	1	4
taxon2049	5.81831991	0	0	3	1	4	1	4
taxon2050	22.49878003	6.81736716	0	3	1	3	1	4
taxon2051	20.26579706	1.7409121	0	3	1	3	1	4
taxon2052	3.0773925	2.32329243	0	3	1	3	1	4
taxon2053	14.14309241	12.70962601	0	3	1	3	1	4
taxon2054	3.20253376	2.4758023	2	1	2	3	2	2
taxon2055	23.21512829	16.82963659	3	1	0	3	3	4
taxon2056	10.75486299	6.02167675	3	1	0	3	3	4
taxon2057	22.6977958	16.70621434	3	1	0	3	3	4
taxon2058	1.60406483	1.19459599	3	1	0	3	3	4
taxon2059	21.91274958	21.02139031	3	1	0	3	3	4
taxon2060	23.06529869	0	3	1	0	3	3	4
taxon2061	3.05758675	2.37365527	3	1	0	3	3	4
taxon2062	9.46459917	8.30679096	3	1	0	3	3	4
taxon2063	9.27263164	0	3	1	0	3	4	4
taxon2064	3.15023149	2.4421739	3	1	0	3	3	4
taxon2065	23.60875393	16.41440374	3	1	0	3	3	4
taxon2066	20.45911843	19.12823305	3	1	0	3	3	4
taxon2067	1.54787956	1.08584487	3	1	0	3	3	4
taxon2068	21.51744955	16.30945293	3	1	0	3	3	4
taxon2069	23.78689851	17.10325071	3	1	0	3	3	4
taxon2070	1.93685098	1.03396304	3	1	0	3	3	4
taxon2071	9.38638537	8.21837773	3	1	0	3	3	4
taxon2072	1.59268143	1.12604488	3	1	0	3	3	4
taxon2073	1.4765093	1.0466555	3	1	0	3	3	4
taxon2074	3.18327097	2.53763433	3	1	0	3	3	4
taxon2075	20.85438034	19.79036808	3	1	0	3	3	4
taxon2076	1.52978683	1.02482055	3	1	0	3	3	4
taxon2077	20.01021824	18.89204493	3	1	0	3	3	4
taxon2078	3.33895083	2.07158409	3	1	0	3	3	4
taxon2079	1.67022984	1.16270603	3	1	0	2	3	4
taxon2080	3.06030151	2.54897237	3	1	0	1	2	4
taxon2081	3.3696804	2.56993907	3	1	0	1	2	4
taxon2082	2.02341853	0	3	1	0	1	2	4
taxon2083	8.37941716	7.12966863	3	1	0	2	2	4
taxon2084	15.85407868	5.03737102	0	3	1	3	1	4
taxon2085	15.81449413	3.84637855	0	3	1	3	1	4
taxon2086	23.81258032	16.57045384	0	3	1	3	1	4
taxon2087	23.54840404	16.36607975	0	3	1	3	1	2
taxon2088	22.86148092	17.43154948	0	3	1	3	1	4
taxon2089	27.13496291	11.07886757	0	3	1	3	2	4
taxon2090	26.62303611	16.48609448	0	3	1	3	1	4
taxon2091	19.45326062	18.35328878	0	3	1	3	3	4
taxon2092	5.69864246	1.91085379	0	3	1	3	1	4
taxon2093	26.11126084	3.71061549	0	3	1	3	1	4
taxon2094	10.06741525	5.36607049	0	3	1	3	1	4
taxon2095	23.40542741	1.94271542	0	3	1	1	4	3
taxon2096	3.6647067	0	0	3	1	2	4	2
taxon2097	15.43023764	5.13021278	0	3	1	1	4	3
taxon2098	4.81054365	4.14740141	0	3	1	1	4	3
taxon2099	23.68954798	12.77996312	0	3	1	1	4	3
taxon2100	1.85551677	0.8056502	0	3	1	1	4	3
taxon2101	5.49785687	0	0	3	1	1	4	3
taxon2102	3.72410308	0.89838891	0	3	1	1	4	3
taxon2103	14.47073834	12.89589177	0	3	1	1	4	3
taxon2104	6.08226174	3.74030376	0	3	1	1	4	3
taxon2105	23.48579349	15.94160053	0	2	2	4	3	2
taxon2106	26.47806543	3.35155363	0	2	2	4	3	2
taxon2107	16.36262439	3.6032618	0	2	2	5	3	1
taxon2108	11.18727755	3.17439011	0	2	2	4	3	2
taxon2109	11.90291015	5.39714832	0	2	2	4	3	2
taxon2110	14.43624594	2.21701415	3	1	0	3	3	3
taxon2111	1.48071088	1.01328241	3	1	0	1	1	4
taxon2112	2.88680053	2.37686616	3	1	0	3	4	4
taxon2113	15.76997106	11.47308173	3	1	0	1	2	4
taxon2114	3.05465349	0	3	1	0	3	2	4
taxon2115	4.15531406	1.67393845	3	1	0	2	2	4
taxon2116	23.23206682	17.05565534	3	1	0	2	2	4
taxon2117	1.52134591	1.16086598	3	1	0	2	2	4
taxon2118	0.82051385	0	0	0	4	2	2	2
taxon2119	3.42356797	0	3	1	0	4	4	4
taxon2120	3.31634118	0	3	1	0	3	2	4
taxon2121	2.82730457	0	3	1	0	4	3	3
taxon2122	8.65536881	7.33981602	3	3	1	2	5	1
taxon2123	3.74828729	1.74421322	3	3	1	2	5	1
taxon2124	1.58549174	0	3	1	0	2	1	4
taxon2125	1.35401387	1.02019725	3	1	0	2	1	4
taxon2126	16.24635797	11.22180763	3	1	0	2	1	4
taxon2127	23.17484059	16.25682192	3	1	0	2	1	4
taxon2128	14.12119701	13.10432789	3	1	0	2	1	4
taxon2129	9.91847354	5.15926176	2	1	0	0	1	4
taxon2130	10.91374694	5.00001652	2	1	0	0	1	4
taxon2131	3.35400002	0	2	1	0	0	1	4
taxon2132	4.70247022	3.88010922	3	1	0	4	1	4
taxon2133	3.26620499	2.48049206	3	1	0	4	1	4
taxon2134	3.82981006	1.86537085	3	1	0	4	1	4
taxon2135	14.69788662	3.45641997	0	3	1	4	1	4
taxon2136	10.2140365	3.11477474	0	3	1	4	1	4
taxon2137	21.86696213	3.41537785	3	1	0	4	2	4
taxon2138	5.94977097	0	3	1	0	3	2	4
taxon2139	3.00240424	2.31292586	3	1	0	2	2	4
taxon2140	3.42109578	2.63478526	3	1	0	3	2	4
taxon2141	20.56295676	19.20711718	3	1	0	3	2	4
taxon2142	7.89711825	6.6010211	3	1	0	3	2	4
taxon2143	5.75286428	0	3	1	0	4	1	4
taxon2144	3.67224997	2.04500193	3	1	0	4	2	4
taxon2145	11.4156439	5.15797294	3	1	0	4	2	4
taxon2146	11.6720503	5.52008564	0	1	4	2	5	2
